essay_id,essay,rater,score
343,"The mood of this story was a happy and a reflective one. Many times during the story, especially in paragraph @NUM1, he told us what his parents did, but also after almost every sentence in parentheses he would say how much it meain to him. For example, he says how his parents cooked, and after that: (and for which I am eternally grateful). This shows how much he loved his parents for passing on their culinary skillsIn one paragraph, he starts off the sentence with: ""I will always be grateful to my parents for their love and sacrifice."" This again shows the mood of greatfullness, happiness, and reflectiveness from the story.",17,5
344,"The mood that the author created throughout the course of the memoir was a sense of happiness but also family. This family moved from Cuba to @LOCATION1 with no clue what to expect, no prior knowledge of the culture or anything else. All they had was eachother which gives off a great sense of family. Then there is the happiness factor, throughout the story no matter what the sircumstances they seem to be happy because they had family. In the story it says that ""my parents turned this simple house into a home."" This lets me know that he does view his house as a home and that means he is happy.",7,5
344,"The mood that the author created throughout the course of the memoir was a sense of happiness but also family. This family moved from Cuba to @LOCATION1 with no clue what to expect, no prior knowledge of the culture or anything else. All they had was eachother which gives off a great sense of family. Then there is the happiness factor, throughout the story no matter what the sircumstances they seem to be happy because they had family. In the story it says that ""my parents turned this simple house into a home."" This lets me know that he does view his house as a home and that means he is happy.",10,4
344,"The mood that the author created throughout the course of the memoir was a sense of happiness but also family. This family moved from Cuba to @LOCATION1 with no clue what to expect, no prior knowledge of the culture or anything else. All they had was eachother which gives off a great sense of family. Then there is the happiness factor, throughout the story no matter what the sircumstances they seem to be happy because they had family. In the story it says that ""my parents turned this simple house into a home."" This lets me know that he does view his house as a home and that means he is happy.",11,2
345,"His mood was happiness. Being with his family, sharing, being gathered with your family, having great times with your family members, taking chances with your family, explore the world, never be afraid to go somewhere new, express your feelings to each other, always be there for each other, being yourself, don't change and take risks to a different state. Don't be afraid to share with one another and always be there for one another and always be yourself, express yourself how you want to be and don't change for anybody,",12,3
345,"His mood was happiness. Being with his family, sharing, being gathered with your family, having great times with your family members, taking chances with your family, explore the world, never be afraid to go somewhere new, express your feelings to each other, always be there for each other, being yourself, don't change and take risks to a different state. Don't be afraid to share with one another and always be there for one another and always be yourself, express yourself how you want to be and don't change for anybody,",15,4
345,"His mood was happiness. Being with his family, sharing, being gathered with your family, having great times with your family members, taking chances with your family, explore the world, never be afraid to go somewhere new, express your feelings to each other, always be there for each other, being yourself, don't change and take risks to a different state. Don't be afraid to share with one another and always be there for one another and always be yourself, express yourself how you want to be and don't change for anybody,",18,2
346,"The mood created by the author, in my opinion, is a happy mood. It is happy because the author gives the reader a great explanation and description of his life at home. The author created a happy mood also because it showed that his parents were not selfish and that they wanted their children to have a better life in the United States. They had left their whole family behind. Also, Narciso talks about how he and the rest of the immigrants had to deal with racism. But, they were still happy and determined to be, so they all work together happily and in unity. I think it shows that the author not only had family in a nice house, but in the neighborhood as well. The story gave me a sense of a really good, close-knit family. Including the importance of one.",1,4
346,"The mood created by the author, in my opinion, is a happy mood. It is happy because the author gives the reader a great explanation and description of his life at home. The author created a happy mood also because it showed that his parents were not selfish and that they wanted their children to have a better life in the United States. They had left their whole family behind. Also, Narciso talks about how he and the rest of the immigrants had to deal with racism. But, they were still happy and determined to be, so they all work together happily and in unity. I think it shows that the author not only had family in a nice house, but in the neighborhood as well. The story gave me a sense of a really good, close-knit family. Including the importance of one.",2,5
346,"The mood created by the author, in my opinion, is a happy mood. It is happy because the author gives the reader a great explanation and description of his life at home. The author created a happy mood also because it showed that his parents were not selfish and that they wanted their children to have a better life in the United States. They had left their whole family behind. Also, Narciso talks about how he and the rest of the immigrants had to deal with racism. But, they were still happy and determined to be, so they all work together happily and in unity. I think it shows that the author not only had family in a nice house, but in the neighborhood as well. The story gave me a sense of a really good, close-knit family. Including the importance of one.",5,5
347,"The mood created by the author in the memoir is love and appreciation. Narciso appreciated all that his parents did for him. They gave up a home in Cuba for him, their job and even happiness. Love because they all loved each other alot family meant alot to the family. they said family is people who care for one another even if they are not blood related. it doesnt matter. It's about Love and careness.",3,4
347,"The mood created by the author in the memoir is love and appreciation. Narciso appreciated all that his parents did for him. They gave up a home in Cuba for him, their job and even happiness. Love because they all loved each other alot family meant alot to the family. they said family is people who care for one another even if they are not blood related. it doesnt matter. It's about Love and careness.",4,5
347,"The mood created by the author in the memoir is love and appreciation. Narciso appreciated all that his parents did for him. They gave up a home in Cuba for him, their job and even happiness. Love because they all loved each other alot family meant alot to the family. they said family is people who care for one another even if they are not blood related. it doesnt matter. It's about Love and careness.",13,4
347,"The mood created by the author in the memoir is love and appreciation. Narciso appreciated all that his parents did for him. They gave up a home in Cuba for him, their job and even happiness. Love because they all loved each other alot family meant alot to the family. they said family is people who care for one another even if they are not blood related. it doesnt matter. It's about Love and careness.",14,3
348,"Narciso Rodriguez wrote fondly about his memories of growing up in Newark, New Jersey. He creates a mood of bliss through his loving and grateful tone. Narciso describes his neighborhood as ""of honest, hardworking immigrants."" ""Growing up in this environment gave me a sense of family' that had nothing to do with being a blood relative."" A picture of kind, smiling faces is painted by this description of a tightly-knit, ever-willing to hep group of people. Rodriguez tells of his parents' creation of a beautiful home from just a house. ""My parents kept their arms and their door open to the many people we considered family."" Narciso's words captivate the reader with a scene of relaxed happiness, generosity, and love. He is clearly grateful for his enviable childhood, and cares dearly for his selfless parents. The peice he wrote has a loose bliss, like eating a delicious truffle.",8,5
348,"Narciso Rodriguez wrote fondly about his memories of growing up in Newark, New Jersey. He creates a mood of bliss through his loving and grateful tone. Narciso describes his neighborhood as ""of honest, hardworking immigrants."" ""Growing up in this environment gave me a sense of family' that had nothing to do with being a blood relative."" A picture of kind, smiling faces is painted by this description of a tightly-knit, ever-willing to hep group of people. Rodriguez tells of his parents' creation of a beautiful home from just a house. ""My parents kept their arms and their door open to the many people we considered family."" Narciso's words captivate the reader with a scene of relaxed happiness, generosity, and love. He is clearly grateful for his enviable childhood, and cares dearly for his selfless parents. The peice he wrote has a loose bliss, like eating a delicious truffle.",9,5
349,"In the memoir by Narciso Rodriguez, he creates a certain mood. The mood created is love. In paragraph @NUM1 the mood is really shown because Narciso talks about how his family cooked with him, listened to music, and family-friends attends celebrations with him. ""family and friends, and endless celebrations."" This quote shows how he was given love by his family and friends through these celebrations. In the last sentence of the memoir Narciso fills the reader up with love. ""I will never forget how my parents turned this simple house into a home."" This last quote shows the love given to Narciso. This shows the mood is all about love.",5,5
349,"In the memoir by Narciso Rodriguez, he creates a certain mood. The mood created is love. In paragraph @NUM1 the mood is really shown because Narciso talks about how his family cooked with him, listened to music, and family-friends attends celebrations with him. ""family and friends, and endless celebrations."" This quote shows how he was given love by his family and friends through these celebrations. In the last sentence of the memoir Narciso fills the reader up with love. ""I will never forget how my parents turned this simple house into a home."" This last quote shows the love given to Narciso. This shows the mood is all about love.",7,5
349,"In the memoir by Narciso Rodriguez, he creates a certain mood. The mood created is love. In paragraph @NUM1 the mood is really shown because Narciso talks about how his family cooked with him, listened to music, and family-friends attends celebrations with him. ""family and friends, and endless celebrations."" This quote shows how he was given love by his family and friends through these celebrations. In the last sentence of the memoir Narciso fills the reader up with love. ""I will never forget how my parents turned this simple house into a home."" This last quote shows the love given to Narciso. This shows the mood is all about love.",11,3
349,"In the memoir by Narciso Rodriguez, he creates a certain mood. The mood created is love. In paragraph @NUM1 the mood is really shown because Narciso talks about how his family cooked with him, listened to music, and family-friends attends celebrations with him. ""family and friends, and endless celebrations."" This quote shows how he was given love by his family and friends through these celebrations. In the last sentence of the memoir Narciso fills the reader up with love. ""I will never forget how my parents turned this simple house into a home."" This last quote shows the love given to Narciso. This shows the mood is all about love.",17,5
350,"The mood created by the author in the memoir was very thankful. Narciso was very thank ful for everything about his life. Narciso said ""I will always be grateful for their love and sacrafice."" That stood out to me because he really cared and was thankful for his parents. The mood created by the author in the memoir was very thankful.",2,3
350,"The mood created by the author in the memoir was very thankful. Narciso was very thank ful for everything about his life. Narciso said ""I will always be grateful for their love and sacrafice."" That stood out to me because he really cared and was thankful for his parents. The mood created by the author in the memoir was very thankful.",5,5
350,"The mood created by the author in the memoir was very thankful. Narciso was very thank ful for everything about his life. Narciso said ""I will always be grateful for their love and sacrafice."" That stood out to me because he really cared and was thankful for his parents. The mood created by the author in the memoir was very thankful.",8,3
350,"The mood created by the author in the memoir was very thankful. Narciso was very thank ful for everything about his life. Narciso said ""I will always be grateful for their love and sacrafice."" That stood out to me because he really cared and was thankful for his parents. The mood created by the author in the memoir was very thankful.",12,3
351,"The mood in ""Narciso Rodriguez"" from Home: The @CAPS1 prints of Our Lives is grateful. This is shown by how Narciso explains in detail the major chronologically ordered events his life. Narciso also includs little sentences in parentheses explaining what he had just said or telling how grateful he was for it. This happens for example when Narciso states: ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This shows how he is greatful his parents taught him how to cook, which he still does today. Narciso also shows his gratefullness by making it abundantly clear how gratefull he was to have parents that taught and did so much for him. In this memoir, Narciso Rodriguez created gratefullness as the overall mood in his piece. the did this by showing how thankful he was to have parents who taught and did so much for him.",5,5
351,"The mood in ""Narciso Rodriguez"" from Home: The @CAPS1 prints of Our Lives is grateful. This is shown by how Narciso explains in detail the major chronologically ordered events his life. Narciso also includs little sentences in parentheses explaining what he had just said or telling how grateful he was for it. This happens for example when Narciso states: ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This shows how he is greatful his parents taught him how to cook, which he still does today. Narciso also shows his gratefullness by making it abundantly clear how gratefull he was to have parents that taught and did so much for him. In this memoir, Narciso Rodriguez created gratefullness as the overall mood in his piece. the did this by showing how thankful he was to have parents who taught and did so much for him.",7,5
351,"The mood in ""Narciso Rodriguez"" from Home: The @CAPS1 prints of Our Lives is grateful. This is shown by how Narciso explains in detail the major chronologically ordered events his life. Narciso also includs little sentences in parentheses explaining what he had just said or telling how grateful he was for it. This happens for example when Narciso states: ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This shows how he is greatful his parents taught him how to cook, which he still does today. Narciso also shows his gratefullness by making it abundantly clear how gratefull he was to have parents that taught and did so much for him. In this memoir, Narciso Rodriguez created gratefullness as the overall mood in his piece. the did this by showing how thankful he was to have parents who taught and did so much for him.",16,5
351,"The mood in ""Narciso Rodriguez"" from Home: The @CAPS1 prints of Our Lives is grateful. This is shown by how Narciso explains in detail the major chronologically ordered events his life. Narciso also includs little sentences in parentheses explaining what he had just said or telling how grateful he was for it. This happens for example when Narciso states: ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This shows how he is greatful his parents taught him how to cook, which he still does today. Narciso also shows his gratefullness by making it abundantly clear how gratefull he was to have parents that taught and did so much for him. In this memoir, Narciso Rodriguez created gratefullness as the overall mood in his piece. the did this by showing how thankful he was to have parents who taught and did so much for him.",19,5
352,The mood created by the author memoir was upset to have to leave cuba but happy to be somewhere better. To have to leave memeries and friends and family is upsetting. Also its better because now their lives will get better. Everything they had befor they will soon have here. The mood created was upset but happy and excited.,9,1
352,The mood created by the author memoir was upset to have to leave cuba but happy to be somewhere better. To have to leave memeries and friends and family is upsetting. Also its better because now their lives will get better. Everything they had befor they will soon have here. The mood created was upset but happy and excited.,15,4
353,"The mood created in the memoir is very loving and caring and it shows appreciation to the authors parents. The author (@ORGANIZATION1) explains how it was for him as a kid and his ""family"" doesn't always mean a blood relative. He describes the household as being very humble and always had open arms and welcomed others. He also says that it wasn't about the size of the home or how expensive it was, it was about the people inside it and how close they were and the memories they shared. All in all through this memoir @PERSON1 (the author) shows that he is very appreciative of his family and wouldn't change how we grew up and thanks his ""family"" for impressing the spirit of generosity upon him in an early age.",2,5
353,"The mood created in the memoir is very loving and caring and it shows appreciation to the authors parents. The author (@ORGANIZATION1) explains how it was for him as a kid and his ""family"" doesn't always mean a blood relative. He describes the household as being very humble and always had open arms and welcomed others. He also says that it wasn't about the size of the home or how expensive it was, it was about the people inside it and how close they were and the memories they shared. All in all through this memoir @PERSON1 (the author) shows that he is very appreciative of his family and wouldn't change how we grew up and thanks his ""family"" for impressing the spirit of generosity upon him in an early age.",12,4
354,"In the memoir, ""Narciso Rodriguez"" from ""Home: The Blueprints of Our Lives"" by Narciso Rodriguez, the author depicts a mood with distinct traits. One trait of the mood is selflessnes and courage. It is shown in paragraph @NUM1 when the author says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it ment leaving behind their families, freinds, and careers in the country they love."" Would you be able to throw away your life, into an alien world, just so that your children would have a better future? Doing this would take lots of selflessnes and courage. Also, the mood has gratefulness. The author shows this in paragraph @NUM2 when he says, ""I will always be grateful to my parents for their love and sacrifice."" This shows the author's gratefulness towards his parents for their selflessness and courage for coming over to @LOCATION2 to give him a better future. Finally, unity is found in the mood. It is found in paragraph @NUM3 when it says, ""in our neighborhood, despite customs else where, all of these cultures come together in great solidarity and freindship. It was a close- knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" This shows great unity in their neighborhood because in other parts of the United States, these three races didn't get alond, but in this neighborhood they were unified. In conclusion, the author depicts a mood with distinct traits.",5,5
354,"In the memoir, ""Narciso Rodriguez"" from ""Home: The Blueprints of Our Lives"" by Narciso Rodriguez, the author depicts a mood with distinct traits. One trait of the mood is selflessnes and courage. It is shown in paragraph @NUM1 when the author says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it ment leaving behind their families, freinds, and careers in the country they love."" Would you be able to throw away your life, into an alien world, just so that your children would have a better future? Doing this would take lots of selflessnes and courage. Also, the mood has gratefulness. The author shows this in paragraph @NUM2 when he says, ""I will always be grateful to my parents for their love and sacrifice."" This shows the author's gratefulness towards his parents for their selflessness and courage for coming over to @LOCATION2 to give him a better future. Finally, unity is found in the mood. It is found in paragraph @NUM3 when it says, ""in our neighborhood, despite customs else where, all of these cultures come together in great solidarity and freindship. It was a close- knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" This shows great unity in their neighborhood because in other parts of the United States, these three races didn't get alond, but in this neighborhood they were unified. In conclusion, the author depicts a mood with distinct traits.",8,5
354,"In the memoir, ""Narciso Rodriguez"" from ""Home: The Blueprints of Our Lives"" by Narciso Rodriguez, the author depicts a mood with distinct traits. One trait of the mood is selflessnes and courage. It is shown in paragraph @NUM1 when the author says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it ment leaving behind their families, freinds, and careers in the country they love."" Would you be able to throw away your life, into an alien world, just so that your children would have a better future? Doing this would take lots of selflessnes and courage. Also, the mood has gratefulness. The author shows this in paragraph @NUM2 when he says, ""I will always be grateful to my parents for their love and sacrifice."" This shows the author's gratefulness towards his parents for their selflessness and courage for coming over to @LOCATION2 to give him a better future. Finally, unity is found in the mood. It is found in paragraph @NUM3 when it says, ""in our neighborhood, despite customs else where, all of these cultures come together in great solidarity and freindship. It was a close- knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" This shows great unity in their neighborhood because in other parts of the United States, these three races didn't get alond, but in this neighborhood they were unified. In conclusion, the author depicts a mood with distinct traits.",16,5
354,"In the memoir, ""Narciso Rodriguez"" from ""Home: The Blueprints of Our Lives"" by Narciso Rodriguez, the author depicts a mood with distinct traits. One trait of the mood is selflessnes and courage. It is shown in paragraph @NUM1 when the author says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it ment leaving behind their families, freinds, and careers in the country they love."" Would you be able to throw away your life, into an alien world, just so that your children would have a better future? Doing this would take lots of selflessnes and courage. Also, the mood has gratefulness. The author shows this in paragraph @NUM2 when he says, ""I will always be grateful to my parents for their love and sacrifice."" This shows the author's gratefulness towards his parents for their selflessness and courage for coming over to @LOCATION2 to give him a better future. Finally, unity is found in the mood. It is found in paragraph @NUM3 when it says, ""in our neighborhood, despite customs else where, all of these cultures come together in great solidarity and freindship. It was a close- knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" This shows great unity in their neighborhood because in other parts of the United States, these three races didn't get alond, but in this neighborhood they were unified. In conclusion, the author depicts a mood with distinct traits.",19,5
355,"In the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives, it explains how your house can effect you as a child and when you grow up. The mood of this memoir to me is comforting. I think this because when the memoir said that he had plenty of relatives around, and freinds that probably made him feel comfortable. Also his parents were very welcoming and kind so you would probably feel comfortable because of that too. That is what I think the mood of the memoir is and why.",9,5
355,"In the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives, it explains how your house can effect you as a child and when you grow up. The mood of this memoir to me is comforting. I think this because when the memoir said that he had plenty of relatives around, and freinds that probably made him feel comfortable. Also his parents were very welcoming and kind so you would probably feel comfortable because of that too. That is what I think the mood of the memoir is and why.",15,4
356,"In the memoir the mood created by the author I think was more of a serious, informative, and uplifting mood. The reason for why I think this is that the way his lifestyle is described as a happy and enjoyable life of also being able to talk about some serious topics like his culture and the diversity of the cultures of the poeple that live on the street. Also by how he feels so confortable with all the people that are in his apartment building and all the people that come to his house for dinner to call them family.",2,4
356,"In the memoir the mood created by the author I think was more of a serious, informative, and uplifting mood. The reason for why I think this is that the way his lifestyle is described as a happy and enjoyable life of also being able to talk about some serious topics like his culture and the diversity of the cultures of the poeple that live on the street. Also by how he feels so confortable with all the people that are in his apartment building and all the people that come to his house for dinner to call them family.",5,4
356,"In the memoir the mood created by the author I think was more of a serious, informative, and uplifting mood. The reason for why I think this is that the way his lifestyle is described as a happy and enjoyable life of also being able to talk about some serious topics like his culture and the diversity of the cultures of the poeple that live on the street. Also by how he feels so confortable with all the people that are in his apartment building and all the people that come to his house for dinner to call them family.",8,4
356,"In the memoir the mood created by the author I think was more of a serious, informative, and uplifting mood. The reason for why I think this is that the way his lifestyle is described as a happy and enjoyable life of also being able to talk about some serious topics like his culture and the diversity of the cultures of the poeple that live on the street. Also by how he feels so confortable with all the people that are in his apartment building and all the people that come to his house for dinner to call them family.",16,3
357,"@PERSON1's parents came (or emmigrated) from Cuba into @LOCATION1, where they were not wealthy and many racial barriers stop them from getting good jobs. However, @PERSON1, who is writing the memoir, explain how they sacrificed it all so that @CAPS1 could have a better life and how much they help their neighbors and their family.Rodriguez writes a lot about how they always kept their arms and their door open to the many people we (they) considered family."" @CAPS1 emphasizes this mood, a mood of ""good @CAPS2"" and a neighborly love, how they treated everyone as family. The mood @CAPS1 creates is that where you find the good in a life where there might not be too much good.""",10,3
357,"@PERSON1's parents came (or emmigrated) from Cuba into @LOCATION1, where they were not wealthy and many racial barriers stop them from getting good jobs. However, @PERSON1, who is writing the memoir, explain how they sacrificed it all so that @CAPS1 could have a better life and how much they help their neighbors and their family.Rodriguez writes a lot about how they always kept their arms and their door open to the many people we (they) considered family."" @CAPS1 emphasizes this mood, a mood of ""good @CAPS2"" and a neighborly love, how they treated everyone as family. The mood @CAPS1 creates is that where you find the good in a life where there might not be too much good.""",11,3
358,The author created a mood in the memoir. The mood in the memoir is share with someone even if you don't want to.,2,1
358,The author created a mood in the memoir. The mood in the memoir is share with someone even if you don't want to.,12,1
358,The author created a mood in the memoir. The mood in the memoir is share with someone even if you don't want to.,19,1
359,"In the memoir, Narciso Rodriguez, from Home: the Blueprints of Our Lives, The mood of the author created is Grateful, ""I will always be grateful to my parents for their love and sacrifice"" Narciso says in paragraph @NUM1 first sentence.",7,3
359,"In the memoir, Narciso Rodriguez, from Home: the Blueprints of Our Lives, The mood of the author created is Grateful, ""I will always be grateful to my parents for their love and sacrifice"" Narciso says in paragraph @NUM1 first sentence.",13,3
359,"In the memoir, Narciso Rodriguez, from Home: the Blueprints of Our Lives, The mood of the author created is Grateful, ""I will always be grateful to my parents for their love and sacrifice"" Narciso says in paragraph @NUM1 first sentence.",14,2
359,"In the memoir, Narciso Rodriguez, from Home: the Blueprints of Our Lives, The mood of the author created is Grateful, ""I will always be grateful to my parents for their love and sacrifice"" Narciso says in paragraph @NUM1 first sentence.",16,3
360,I believe the author's mood was serouse,9,1
360,I believe the author's mood was serouse,11,1
360,I believe the author's mood was serouse,17,2
361,"The mood the author creates in this memoir is gratitude. The author is very grateful to his parents for all that they have sacrificed for him. For example, they came to the United States from Cuba, without a clue of its customs or language. The authors parent's left behind their careers, their families and friends, just that they can have a better life for their baby. The author's parents let people stay in their home so that they could get back on their feet. The authors gratitude is clearly shown in paragraph six when he says ""I will always be grateful to my parents for their love and sacrifice"" The author clearly states that he is grateful for all that his parents have given him. The author also says that he thinks that what his parents did for him was the ""most courageous thing [that he] could have ever done.""",3,5
361,"The mood the author creates in this memoir is gratitude. The author is very grateful to his parents for all that they have sacrificed for him. For example, they came to the United States from Cuba, without a clue of its customs or language. The authors parent's left behind their careers, their families and friends, just that they can have a better life for their baby. The author's parents let people stay in their home so that they could get back on their feet. The authors gratitude is clearly shown in paragraph six when he says ""I will always be grateful to my parents for their love and sacrifice"" The author clearly states that he is grateful for all that his parents have given him. The author also says that he thinks that what his parents did for him was the ""most courageous thing [that he] could have ever done.""",4,5
361,"The mood the author creates in this memoir is gratitude. The author is very grateful to his parents for all that they have sacrificed for him. For example, they came to the United States from Cuba, without a clue of its customs or language. The authors parent's left behind their careers, their families and friends, just that they can have a better life for their baby. The author's parents let people stay in their home so that they could get back on their feet. The authors gratitude is clearly shown in paragraph six when he says ""I will always be grateful to my parents for their love and sacrifice"" The author clearly states that he is grateful for all that his parents have given him. The author also says that he thinks that what his parents did for him was the ""most courageous thing [that he] could have ever done.""",15,5
362,The mood in this memior was happyness. It was happyness because he talks about how much his parents care not only about their family but also friends.,5,3
362,The mood in this memior was happyness. It was happyness because he talks about how much his parents care not only about their family but also friends.,10,3
363,"In the short story ""Narciso Rodriguez"" by The Blueprints of Our Lives, the mood of the short story is grateful and reasonable. In the story a man named Narciso Rodriguez twenty-seven years old migrated from Cuba in 1956 with his parents to come to the United States. When they came they had to live in a one bedroom apt. they could afford nothing else. But Narciso was being very greatful. Even though they had nowhere to to work in places with bigger pay. So they only had little pay to feed there family. Narciso is greatful in paragraph @NUM1. @CAPS1 says ""They struggle both personally and finanacially braving the harsh northern winters."" @CAPS1 had to settle for what was given to him at the time.",1,3
363,"In the short story ""Narciso Rodriguez"" by The Blueprints of Our Lives, the mood of the short story is grateful and reasonable. In the story a man named Narciso Rodriguez twenty-seven years old migrated from Cuba in 1956 with his parents to come to the United States. When they came they had to live in a one bedroom apt. they could afford nothing else. But Narciso was being very greatful. Even though they had nowhere to to work in places with bigger pay. So they only had little pay to feed there family. Narciso is greatful in paragraph @NUM1. @CAPS1 says ""They struggle both personally and finanacially braving the harsh northern winters."" @CAPS1 had to settle for what was given to him at the time.",8,4
364,"The mood created by the author memoir is... LOVE and Sacrifice. He often told them that what they did was a much more courageous thing than I could have ever done. As he was growing up in his environment instilled in him a great sense that ""family"" had nothing to do with being a blood relative. He often told them of his admiration for their strength and perseverance, and he thanked them repeatedly. As he say ""he will never forget how his parents turned this simple house into a home"".",7,4
364,"The mood created by the author memoir is... LOVE and Sacrifice. He often told them that what they did was a much more courageous thing than I could have ever done. As he was growing up in his environment instilled in him a great sense that ""family"" had nothing to do with being a blood relative. He often told them of his admiration for their strength and perseverance, and he thanked them repeatedly. As he say ""he will never forget how his parents turned this simple house into a home"".",12,3
364,"The mood created by the author memoir is... LOVE and Sacrifice. He often told them that what they did was a much more courageous thing than I could have ever done. As he was growing up in his environment instilled in him a great sense that ""family"" had nothing to do with being a blood relative. He often told them of his admiration for their strength and perseverance, and he thanked them repeatedly. As he say ""he will never forget how his parents turned this simple house into a home"".",13,4
364,"The mood created by the author memoir is... LOVE and Sacrifice. He often told them that what they did was a much more courageous thing than I could have ever done. As he was growing up in his environment instilled in him a great sense that ""family"" had nothing to do with being a blood relative. He often told them of his admiration for their strength and perseverance, and he thanked them repeatedly. As he say ""he will never forget how his parents turned this simple house into a home"".",14,4
364,"The mood created by the author memoir is... LOVE and Sacrifice. He often told them that what they did was a much more courageous thing than I could have ever done. As he was growing up in his environment instilled in him a great sense that ""family"" had nothing to do with being a blood relative. He often told them of his admiration for their strength and perseverance, and he thanked them repeatedly. As he say ""he will never forget how his parents turned this simple house into a home"".",16,4
365,"The mood that was created by the author was respect. For example it told the boy that you don't have to be a blood realative. For instance, the author states ""@CAPS1 up in this environment in stilled in me a great sense that ""family"" had nothing to do with being a blood relative"". Another reason, was that you should always help your family s during bad times. For example the book reads ""Countless extended family members came and went-and there was often someone staying with us temporilily until they were able to get back on their feet"". Thirdly, the boy will always be grateful to his parents for their love and sacrifice. For instance the auother quotes ""They came selflessly, as many immigrants do, give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",11,3
365,"The mood that was created by the author was respect. For example it told the boy that you don't have to be a blood realative. For instance, the author states ""@CAPS1 up in this environment in stilled in me a great sense that ""family"" had nothing to do with being a blood relative"". Another reason, was that you should always help your family s during bad times. For example the book reads ""Countless extended family members came and went-and there was often someone staying with us temporilily until they were able to get back on their feet"". Thirdly, the boy will always be grateful to his parents for their love and sacrifice. For instance the auother quotes ""They came selflessly, as many immigrants do, give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",17,5
365,"The mood that was created by the author was respect. For example it told the boy that you don't have to be a blood realative. For instance, the author states ""@CAPS1 up in this environment in stilled in me a great sense that ""family"" had nothing to do with being a blood relative"". Another reason, was that you should always help your family s during bad times. For example the book reads ""Countless extended family members came and went-and there was often someone staying with us temporilily until they were able to get back on their feet"". Thirdly, the boy will always be grateful to his parents for their love and sacrifice. For instance the auother quotes ""They came selflessly, as many immigrants do, give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved.",18,4
366,"The mood Narciso Rodriguez creates in his memoir is a very good and bright. He and his parents survived hard times in their New Jersey home, such as segregation of @CAPS1-@CAPS2 like himself and not always having enough money. Yet he and his family survived because of the unity of his closely-knit community, Immigrants from @ORGANIZATION2, the @LOCATION2, @LOCATION3, @LOCATION4, and elsewhere all came together and ignored their differences. They shared food, shared their homes, and shared happiness between them. There was a certain trust among the community, every family holding their door open for anybody,"" knowing that they would do the same for [them]."" (paragraph @NUM1) To make the mood of this excerpt very light and cheerful, Rodriguez uses words like, ""rich culinary skills and love of cooking,"" ( @NUM2) ""innocence of childhood,"" ( @NUM2), ""hard working"", ( @NUM4), ""courage,"" and ""selflessly,"" ( @NUM5) ""grateful... love and sacrifice,"" ""admiration for their strength and perseverance,"" ""spirit of generosity."" ( @NUM6). All of these words show that through solidarity, hope, and courage, people can make a good life for each other, no matter how hard their situation is at first.",7,5
366,"The mood Narciso Rodriguez creates in his memoir is a very good and bright. He and his parents survived hard times in their New Jersey home, such as segregation of @CAPS1-@CAPS2 like himself and not always having enough money. Yet he and his family survived because of the unity of his closely-knit community, Immigrants from @ORGANIZATION2, the @LOCATION2, @LOCATION3, @LOCATION4, and elsewhere all came together and ignored their differences. They shared food, shared their homes, and shared happiness between them. There was a certain trust among the community, every family holding their door open for anybody,"" knowing that they would do the same for [them]."" (paragraph @NUM1) To make the mood of this excerpt very light and cheerful, Rodriguez uses words like, ""rich culinary skills and love of cooking,"" ( @NUM2) ""innocence of childhood,"" ( @NUM2), ""hard working"", ( @NUM4), ""courage,"" and ""selflessly,"" ( @NUM5) ""grateful... love and sacrifice,"" ""admiration for their strength and perseverance,"" ""spirit of generosity."" ( @NUM6). All of these words show that through solidarity, hope, and courage, people can make a good life for each other, no matter how hard their situation is at first.",12,5
